ImagePath,Caption,Label,skin_type_gt,gender_gt,age,smile,facialHair_moustache,facialHair_beard,facialHair_sideburns,glasses,hair_bald,hair_invisible,makeup_eyeMakeup,makeup_lipMakeup,occlusion_foreheadOccluded,occlusion_eyeOccluded,occlusion_mouthOccluded,accessories_headWear,accessories_glasses,accessories_mask,blur_blurLevel,exposure_exposureLevel,noise_noiseLevel,ImagePath_rect_left,ImagePath_rect_top,ImagePath_rect_width,ImagePath_rect_height,face_light_gt,hair_length_gt,long_medium_hair_gt,glasses_gt
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1033.jpg,Image Description,TRUE,lighter,male,55,0.938,0.1,0.1,0.1,NoGlasses,0.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,overExposure,high,487,537,783,783,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1034.jpg,Image Description,TRUE,lighter,male,48,0.998,0.1,0.1,0.1,NoGlasses,0.04,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,overExposure,high,643,809,927,927,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1035.jpg,Image Description,TRUE,lighter,male,38,0.099,0.4,0.4,0.4,NoGlasses,0.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,overExposure,high,539,823,1280,1280,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1036.jpg,Image Description,TRUE,lighter,female,61,0.032,0,0,0,ReadingGlasses,0.01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0.99,0,low,goodExposure,low,627,885,1161,1161,yes,medium_hair,TRUE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1037.jpg,Image Description,TRUE,lighter,female,17,0.007,0,0,0,ReadingGlasses,0.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,low,goodExposure,low,614,861,851,851,yes,long_hair,TRUE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1038.jpg,Image Description,TRUE,lighter,male,32,1,0.1,0.1,0.1,NoGlasses,0.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,overExposure,high,697,864,1236,1236,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1039.jpg,Image Description,TRUE,lighter,male,57,0.559,0.1,0.1,0.1,NoGlasses,0.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,goodExposure,high,756,848,996,996,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1040.jpg,Image Description,TRUE,lighter,male,57,0.416,0.1,0.1,0.1,ReadingGlasses,0.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,medium,overExposure,high,574,866,957,957,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1041.jpg,Image Description,TRUE,lighter,female,34,0,0,0,0,ReadingGlasses,0.02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,medium,goodExposure,high,769,822,1219,1219,yes,medium_hair,TRUE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1042.jpg,Image Description,TRUE,lighter,female,38,0.782,0,0,0,NoGlasses,0.09,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,high,overExposure,medium,359,580,788,788,yes,medium_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1043.jpg,Image Description,TRUE,lighter,female,42,1,0,0,0,NoGlasses,0.01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,657,1024,1213,1213,yes,medium_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1044.jpg,Image Description,TRUE,lighter,male,37,0,0.1,0.1,0.1,NoGlasses,0.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,high,overExposure,high,618,939,1083,1083,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1045.jpg,Image Description,TRUE,lighter,male,48,0.714,0.1,0.1,0.1,NoGlasses,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,overExposure,high,632,952,1120,1120,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1046.jpg,Image Description,TRUE,darker,male,33,0.068,0.6,0.6,0.6,NoGlasses,0.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,603,790,880,880,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1047.jpg,Image Description,FALSE,lighter,female,58,0.198,0,0,0,ReadingGlasses,0.03,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.98,0,medium,goodExposure,high,490,873,1032,1032,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1048.jpg,Image Description,TRUE,lighter,male,56,0.804,0.4,0.4,0.4,ReadingGlasses,0.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,medium,overExposure,medium,744,989,1433,1433,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1049.jpg,Image Description,TRUE,lighter,male,58,0.039,0.4,0.6,0.4,ReadingGlasses,0.07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.99,0,medium,overExposure,low,577,696,857,857,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1050.jpg,Image Description,TRUE,lighter,female,46,0.429,0,0,0,NoGlasses,0.19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,649,959,1169,1169,yes,long_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1051.jpg,Image Description,TRUE,lighter,male,30,1,0.1,0.1,0.1,ReadingGlasses,0.03,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,0,medium,overExposure,high,791,1071,1096,1096,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1052.jpg,Image Description,TRUE,lighter,female,32,1,0,0,0,ReadingGlasses,0.05,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,low,goodExposure,low,783,879,1107,1107,yes,medium_hair,TRUE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1053.jpg,Image Description,TRUE,lighter,male,59,0.039,0.1,0.1,0.1,ReadingGlasses,0.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,low,overExposure,medium,448,736,922,922,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1054.jpg,Image Description,TRUE,lighter,male,59,0.154,0.6,0.6,0.4,NoGlasses,0.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,high,overExposure,medium,956,910,1150,1150,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1055.jpg,Image Description,TRUE,lighter,male,38,0,0.1,0.1,0.1,NoGlasses,0.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,high,709,908,1357,1357,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1056.jpg,Image Description,TRUE,lighter,male,32,1,0.1,0.1,0.1,NoGlasses,0.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,overExposure,medium,837,974,929,929,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1057.jpg,Image Description,TRUE,lighter,male,58,0.968,0.1,0.1,0.1,NoGlasses,0.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,overExposure,medium,515,1088,1066,1066,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1058.jpg,Image Description,TRUE,lighter,male,40,0.034,0.1,0.1,0.1,ReadingGlasses,0.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,medium,overExposure,high,761,824,1167,1167,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1059.jpg,Image Description,FALSE,lighter,female,30,0.557,0,0,0,ReadingGlasses,0.16,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0.99,0,medium,goodExposure,high,605,820,994,994,yes,short_hair,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1060.jpg,Image Description,TRUE,lighter,female,26,0.999,0,0,0,NoGlasses,0.34,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,566,822,1137,1137,yes,long_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1061.jpg,Image Description,TRUE,lighter,female,38,0,0,0,0,NoGlasses,0.03,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,804,1020,1187,1187,yes,long_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1062.jpg,Image Description,TRUE,lighter,female,35,1,0,0,0,NoGlasses,0.02,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,507,891,1042,1042,yes,long_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1063.jpg,Image Description,TRUE,lighter,female,33,1,0,0,0,NoGlasses,0.12,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,549,947,1220,1220,yes,medium_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1064.jpg,Image Description,TRUE,lighter,female,30,0.873,0,0,0,ReadingGlasses,0.1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0.99,0,medium,overExposure,high,652,882,1090,1090,yes,short_hair,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1065.jpg,Image Description,TRUE,lighter,female,37,0.992,0,0,0,NoGlasses,0.19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,overExposure,high,783,901,1010,1010,yes,tied_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1066.jpg,Image Description,TRUE,lighter,female,30,0.02,0,0,0,NoGlasses,0.36,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,medium,overExposure,high,641,941,1245,1245,yes,tied_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1067.jpg,Image Description,TRUE,lighter,male,37,0.497,0.4,0.4,0.4,NoGlasses,0.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,overExposure,high,608,883,1106,1106,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1068.jpg,Image Description,TRUE,lighter,male,40,0.218,0.1,0.1,0.1,NoGlasses,0.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,overExposure,high,676,907,1025,1025,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1069.jpg,Image Description,TRUE,lighter,female,28,0.003,0,0,0,NoGlasses,0.06,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,overExposure,low,550,939,1028,1028,yes,long_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1070.jpg,Image Description,TRUE,lighter,female,33,0.999,0,0,0,NoGlasses,0.4,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,medium,goodExposure,medium,591,918,1119,1119,yes,tied_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1071.jpg,Image Description,TRUE,lighter,female,29,0.033,0,0,0,NoGlasses,0.01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,medium,goodExposure,medium,436,846,934,934,yes,long_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1072.jpg,Image Description,TRUE,lighter,male,50,0.919,0.4,0.4,0.4,ReadingGlasses,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,medium,overExposure,high,504,716,877,877,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1073.jpg,Image Description,TRUE,lighter,female,35,1,0,0,0,NoGlasses,0.12,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,medium,overExposure,high,767,1077,991,991,yes,medium_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1074.jpg,Image Description,TRUE,lighter,male,37,0.78,0.1,0.1,0.1,NoGlasses,0.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,medium,905,1051,1145,1145,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1075.jpg,Image Description,TRUE,lighter,male,61,0.534,0.1,0.1,0.1,NoGlasses,0.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,overExposure,high,682,775,1024,1024,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1076.jpg,Image Description,TRUE,lighter,male,58,0.573,0.1,0.1,0.1,NoGlasses,0.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,high,overExposure,high,431,1120,1019,1019,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1077.jpg,Image Description,TRUE,lighter,female,58,0.934,0,0,0,NoGlasses,0.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,medium,815,901,1168,1168,yes,medium_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1078.jpg,Image Description,TRUE,lighter,male,54,0.009,0.1,0.1,0.1,ReadingGlasses,0.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,medium,overExposure,high,615,871,1141,1141,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1079.jpg,Image Description,TRUE,lighter,female,37,0.217,0,0,0,ReadingGlasses,0.05,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,0,medium,goodExposure,low,746,946,1086,1086,yes,long_hair,TRUE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1080.jpg,Image Description,TRUE,lighter,male,33,0.962,0.1,0.1,0.1,NoGlasses,0.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,overExposure,high,718,1054,1113,1113,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1081.jpg,Image Description,TRUE,lighter,male,47,0.999,0.1,0.1,0.1,NoGlasses,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,overExposure,medium,382,720,1390,1390,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1082.jpg,Image Description,TRUE,lighter,male,59,0.772,0.1,0.1,0.1,NoGlasses,0.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,overExposure,high,509,800,1125,1125,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1083.jpg,Image Description,TRUE,lighter,female,30,1,0,0,0,NoGlasses,0.04,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,809,926,1183,1183,yes,long_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1084.jpg,Image Description,TRUE,lighter,male,57,0.992,0.6,0.6,0.4,NoGlasses,0.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,overExposure,high,612,901,1029,1029,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1085.jpg,Image Description,TRUE,lighter,female,44,0.501,0,0,0,ReadingGlasses,0.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,559,861,940,940,yes,medium_hair,TRUE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1086.jpg,Image Description,TRUE,lighter,male,50,0.002,0.1,0.1,0.1,ReadingGlasses,0.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.88,0,medium,overExposure,high,504,692,1067,1067,yes,bald,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1087.jpg,Image Description,TRUE,lighter,female,25,0,0,0,0,NoGlasses,0.46,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,medium,595,595,1016,1016,yes,long_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1088.jpg,Image Description,TRUE,lighter,male,43,0.664,0.4,0.4,0.4,ReadingGlasses,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,medium,goodExposure,high,564,1176,1356,1356,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1089.jpg,Image Description,TRUE,lighter,female,28,0.071,0,0,0,NoGlasses,0.12,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,499,692,845,845,yes,tied_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1090.jpg,Image Description,TRUE,lighter,female,59,0.526,0,0,0,ReadingGlasses,0.03,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,low,goodExposure,low,484,758,1011,1011,yes,long_hair,TRUE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1091.jpg,Image Description,TRUE,lighter,female,29,1,0,0,0,ReadingGlasses,0.06,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0.97,0,low,goodExposure,low,821,963,1154,1154,yes,long_hair,TRUE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1092.jpg,Image Description,TRUE,lighter,female,31,1,0,0,0,NoGlasses,0.35,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,goodExposure,high,592,889,1200,1200,yes,tied_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1093.jpg,Image Description,TRUE,lighter,female,36,1,0,0,0,ReadingGlasses,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.95,0,medium,overExposure,high,629,923,996,996,yes,short_hair,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1094.jpg,Image Description,TRUE,lighter,male,51,0.967,0.1,0.1,0.1,ReadingGlasses,0.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.99,0,low,goodExposure,low,564,829,1276,1276,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1095.jpg,Image Description,TRUE,lighter,female,35,0.713,0,0,0,NoGlasses,0.17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,overExposure,low,898,886,1065,1065,yes,long_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1096.jpg,Image Description,TRUE,lighter,male,29,0.602,0.1,0.1,0.1,NoGlasses,0.09,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,medium,507,867,911,911,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1097.jpg,Image Description,TRUE,lighter,male,37,0.987,0.4,0.4,0.4,NoGlasses,0.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,high,overExposure,medium,579,1051,1172,1172,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1098.jpg,Image Description,TRUE,lighter,male,37,0.949,0.4,0.4,0.4,ReadingGlasses,0.05,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,0,medium,goodExposure,high,541,830,989,989,yes,short_hair,FALSE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1099.jpg,Image Description,TRUE,lighter,female,26,0.714,0,0,0,ReadingGlasses,0.04,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,1,0,medium,goodExposure,high,710,813,1127,1127,yes,medium_hair,TRUE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1100.jpg,Image Description,TRUE,lighter,female,19,0.953,0,0,0,NoGlasses,0.35,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,medium,538,870,1101,1101,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1101.jpg,Image Description,FALSE,lighter,female,37,0.307,0,0,0,ReadingGlasses,0.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.89,0,medium,overExposure,high,610,866,1331,1331,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1102.jpg,Image Description,TRUE,lighter,male,33,0.004,0.6,0.6,0.4,NoGlasses,0.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,goodExposure,medium,667,971,1338,1338,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1103.jpg,Image Description,TRUE,lighter,male,41,0.153,0.6,0.6,0.1,NoGlasses,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,goodExposure,high,525,770,936,936,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1104.jpg,Image Description,TRUE,lighter,female,46,0.978,0,0,0,NoGlasses,0.04,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,639,854,906,906,yes,long_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1105.jpg,Image Description,TRUE,lighter,male,33,0,0.1,0.1,0.1,NoGlasses,0.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,overExposure,high,614,975,1295,1295,yes,medium_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1106.jpg,Image Description,TRUE,lighter,male,57,0.002,0.6,0.6,0.6,NoGlasses,0.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,high,overExposure,medium,335,941,1236,1236,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1107.jpg,Image Description,TRUE,lighter,male,35,0.998,0.1,0.1,0.1,NoGlasses,0.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,medium,581,952,1198,1198,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1108.jpg,Image Description,TRUE,lighter,female,37,0.999,0,0,0,NoGlasses,0.1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,570,786,1146,1146,yes,medium_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1109.jpg,Image Description,TRUE,lighter,female,54,0.176,0,0,0,NoGlasses,0.12,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,medium,overExposure,high,620,971,1043,1043,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1110.jpg,Image Description,TRUE,lighter,male,33,0.401,0.4,0.4,0.4,ReadingGlasses,0.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,medium,goodExposure,high,503,1034,1454,1454,yes,medium_hair,TRUE,yes_thick
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1111.jpg,Image Description,TRUE,lighter,female,48,1,0,0,0,NoGlasses,0.12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,goodExposure,low,563,730,1159,1159,yes,long_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1112.jpg,Image Description,TRUE,lighter,male,36,0.043,0.4,0.4,0.4,ReadingGlasses,0.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,low,goodExposure,low,397,997,1325,1325,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1113.jpg,Image Description,TRUE,lighter,female,35,0.992,0,0,0,NoGlasses,0.17,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,medium,overExposure,high,624,1065,1204,1204,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1114.jpg,Image Description,TRUE,lighter,male,29,0.984,0.1,0.4,0.1,NoGlasses,0.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,overExposure,high,638,932,1229,1229,yes,medium_hair,TRUE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1115.jpg,Image Description,TRUE,lighter,male,41,0.012,0.4,0.4,0.1,NoGlasses,0.05,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,overExposure,high,556,865,869,869,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1116.jpg,Image Description,TRUE,lighter,male,32,0.973,0.1,0.1,0.1,NoGlasses,0.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,high,614,983,1258,1258,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1117.jpg,Image Description,TRUE,lighter,male,43,1,0.4,0.4,0.4,NoGlasses,0.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,overExposure,high,659,895,1130,1130,yes,bald,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1118.jpg,Image Description,TRUE,lighter,male,58,0.487,0.1,0.1,0.1,ReadingGlasses,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.96,0,medium,overExposure,high,410,1053,1147,1147,yes,short_hair,FALSE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1119.jpg,Image Description,TRUE,lighter,female,32,0.92,0,0,0,ReadingGlasses,0.11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,0,low,goodExposure,low,588,823,1027,1027,yes,long_hair,TRUE,yes_thin
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1120.jpg,Image Description,TRUE,lighter,male,54,0.304,0.1,0.1,0.1,NoGlasses,0.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,medium,overExposure,high,470,976,1372,1372,yes,short_hair,FALSE,no
C:\Datasets\Parliament\Replication_PPB\RawImages\Sweden\1121.jpg,Image Description,TRUE,lighter,male,43,0.998,0.1,0.1,0.1,NoGlasses,0.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,low,overExposure,medium,573,909,1262,1262,yes,short_hair,FALSE,no
